AN,CUI,CAEN,DENUMIRE,LOCALITATE,STARE,DATA STARE,ACTIVE IMOBILIZATE - TOTAL,JUDET,ACTIVE CIRCULANTE - TOTAL,STOCURI,CREANTE,CASA SI CONTURI LA BANCI,DATORII,CAPITALURI - TOTAL ,CAPITAL SUBSCRIS VARSAT,CIFRA DE AFACERI NETA,VENITURI TOTALE,CHELTUIELI TOTALE,PROFITUL BRUT,PIERDERE BRUTA,PROFITUL NET,PIERDERE NETA
2019,41232962,1610,OANA ZIMBRU S.R.L.,Cornu Luncii,INREGISTRAT,06 Iunie      2019,,SUCEAVA,370099,150014,159255,60830,203878,166221,200,644160,718142,545679,172463,0,166021,0
2019,41317287,4941,TRANSFLORCAPRIS S.R.L.,Suceava,INREGISTRAT,26 Iunie      2019,,SUCEAVA,1322,,,1322,127,1195,200,5684,5684,4518,1166,0,995,0
2019,41381000,8559,CENTRUL LINGVISTIC WUNDERKIND S.R.L.,Suceava,INREGISTRAT,10 Iulie      2019,29081,SUCEAVA,136316,21863,45059,69394,7797,-7365,200,19930,20011,27377,0,7366,0,7565
2019,41402781,4772,CRISANIUS S.R.L.,Cajvana,INREGISTRAT,16 Iulie      2019,0,SUCEAVA,73359,56163,0,17196,65324,8035,200,13528,13528,5287,8241,0,7835,0
2019,41416035,5630,MEDELIV FAMILY S.R.L.,Vatra Dornei,INREGISTRAT,18 Iulie      2019,600,SUCEAVA,53995,48150,0,5845,26140,28455,200,135629,135629,106026,29603,0,28255,0
2019,41451180,2511,ATELIER DE CONFECTII METALICE PRIN SUDURA S.R.L.,Gura Humorului,INREGISTRAT,26 Iulie      2019,,SUCEAVA,2481,1000,,1481,8770,-6289,200,1624,1624,8097,0,6473,0,6489
2019,41461389,4321,TECHMIRON S.R.L.,Văratec,INREGISTRAT,30 Iulie      2019,14573,SUCEAVA,20430,0,400,20030,19368,15635,2000,36553,37125,23125,14000,0,13635,0
2019,41500747,4776,OPTCARO S.R.L.,Suceava,INREGISTRAT,08 August     2019,,SUCEAVA,22248,20456,,1792,24882,-2634,200,8125,8125,10715,0,2590,0,2834
2019,41517510,4511,AUTOADY INSTAL S.R.L.,Dorna-Arini,INREGISTRAT,13 August     2019,122,SUCEAVA,57253,46283,9600,1370,56787,588,200,141344,151236,147248,3988,0,388,0
2019,41588081,5320,TAZTRANS P.M.C. S.R.L.,Mihoveni,INREGISTRAT,02 Septembrie 2019,,SUCEAVA,8071,,,8071,416,7655,200,20984,20984,12898,8086,0,7455,0
2019,41592589,4329,TEHNIPOLIURETAN S.R.L.,Straja,INREGISTRAT,03 Septembrie 2019,522,SUCEAVA,13506,1043,0,12463,0,14028,200,39463,39463,25635,13828,0,13828,0
2019,14465545,6920,LUST EXPERT SRL,Suceava,INREGISTRAT,20 Februarie  2002,9789,SUCEAVA,1873739,0,1421879,451860,333846,1558161,330000,2182766,2186328,1006648,1179680,0,1158524,0
2019,14506530,1812,ACCENT PRINT S.R.L.,Suceava,INREGISTRAT,11 Martie     2002,611611,SUCEAVA,1190821,134864,792935,263022,197464,1274948,1017800,2063417,2228653,2219909,8744,0,7345,0
2019,14506548,7111,TOPOSTAR SERV SRL,Suceava,INREGISTRAT,11 Martie     2002,15185,SUCEAVA,83,,,83,43176,-27908,200,53900,53900,55310,0,1410,0,1949
2019,14506564,8690,BIOTEST SRL,Suceava,INREGISTRAT,11 Martie     2002,3032164,SUCEAVA,1332063,499226,779466,53371,1227279,3156680,200,9107969,9175596,3983486,5192110,0,4512066,0
2019,14511889,3832,ALIN FOR YOU SRL,Suceava,INREGISTRAT,03 Ianuarie   2005,948314,SUCEAVA,7002291,4795481,1735719,471091,4267541,3744210,200000,13337993,13395309,12109531,1285778,0,1106052,0
2019,14514818,4619,FIDO GENERAL SERVICE S.R.L.,Suceava,SUSPENDARE ACTIVITATE,01 Mai        2009,2069,SUCEAVA,243,,243,,4012,-1700,200,0,0,,0,0,0,0
2019,14528635,2790,BENATAV ROM S.R.L.,Fălticeni,INREGISTRAT,19 Martie     2002,2276012,SUCEAVA,1019292,130083,789666,99543,2096738,1257694,200,2948149,3262606,3227490,35116,0,10935,0
2019,14551808,210,VIC-DAN SRL,Vicovu de Jos,SUSPENDARE ACTIVITATE,28 Decembrie  2016,1042,SUCEAVA,40446,13323,17227,9896,41554,-66,200,0,0,,0,0,0,0
2019,14556929,5590,FORESTUNG S.R.L.,Gura Humorului,INREGISTRAT,01 Aprilie    2002,1839012,SUCEAVA,3520394,1500368,838383,1181393,1791408,2990932,200,4023572,6094636,5016479,1078157,0,1041973,0
2019,14576560,8010,REAL PROTECTION GUARD SRL,Ipoteşti,INREGISTRAT,11 Aprilie    2002,1836044,SUCEAVA,2052229,0,1867563,184666,2505967,1312082,100000,15767442,17259291,16529501,729790,0,627666,0
2019,14576594,7311,AROND SRL,Suceava,INREGISTRAT,10 Aprilie    2002,1119702,SUCEAVA,784971,425582,180291,179098,1029049,893273,325000,1402284,1402510,1243264,159246,0,145221,0
2019,14585053,1610,SANIRAL SRL,Bogdăneşti,INREGISTRAT,15 Aprilie    2002,8090948,SUCEAVA,8312898,2694772,4738042,880084,13111347,3292499,2200000,23671439,23509941,23052155,457786,0,360209,0
2019,14613706,4941,BENIBERTI S.R.L.,Volovăţ,INREGISTRAT,29 Aprilie    2002,1870561,SUCEAVA,2000881,,1323342,677539,448750,3422692,1200000,8845116,9128890,8109445,1019445,0,872886,0
2019,14628863,4939,TRANS DMV EUROPA SRL,Suceava,INREGISTRAT,09 Mai        2002,2362324,SUCEAVA,357751,39311,305948,12492,1562733,1157342,4960,3198421,3242689,3175736,66953,0,34479,0
2019,14644583,3109,MOLDO MEX SRL,Suceava,INREGISTRAT,20 Mai        2002,2380891,SUCEAVA,4652791,3150281,285502,1217008,2840862,4192440,6654470,12647452,13976907,14074523,0,97616,0,97616
2019,14656839,4120,ERRICONSTRUCT S.R.L.,Suceava,INREGISTRAT,24 Mai        2002,18784,SUCEAVA,299713,0,228434,71279,822175,-503678,283800,679065,654199,625111,29088,0,29088,0
2019,14660635,1071,AMBIANTA COM SRL,Suceava,INREGISTRAT,28 Mai        2002,1815966,SUCEAVA,241736,190986,4051,46699,812333,1097204,820000,3861481,5973302,5953701,19601,0,16608,0
2019,14725629,4730,GRIGEO SRL,Marginea,INREGISTRAT,02 Iulie      2002,1033380,SUCEAVA,1974220,1274813,243203,456204,1661802,1369133,50000,9418209,9500701,9326982,173719,0,146365,0
2019,14763495,4773,DRACAENA FARM SRL,Rădăuţi,INREGISTRAT,18 Iulie      2002,434982,SUCEAVA,2089872,931866,1045138,112868,1921949,602905,20200,6004310,6020326,5437781,582545,0,491621,0
2019,14783697,7711,OPERATIONAL AUTOLEASING SRL,Şcheia,INREGISTRAT,29 Iulie      2002,22815087,SUCEAVA,26272290,1103312,24647771,521207,27182883,20423805,12453100,50176750,53501958,50226803,3275155,0,2805466,0
2019,14783751,4941,GRIGMAN SRL,Arbore,INREGISTRAT,29 Iulie      2002,2686210,SUCEAVA,957486,266445,619929,71112,1763968,1489812,300000,7670141,8104360,7735882,368478,0,314261,0
2019,14797919,4773,CAMPHORA SRL,Fălticeni,INREGISTRAT,05 August     2002,76424,SUCEAVA,5686995,3748600,1545962,392433,4720511,1042908,200,15924885,15967594,14769876,1197718,0,1038896,0
2019,14821243,5510,GELADA SRL,Vatra Dornei,RELUARE ACTIVITATE,07 Martie     2018,157490,SUCEAVA,264765,125281,70250,69234,253045,169210,160000,83384,83384,80386,2998,0,496,0
2019,14834057,4673,CORNITRANS SRL,Şerbăuţi,INREGISTRAT,22 August     2002,1126538,SUCEAVA,2794002,2097577,668377,28048,3562532,389259,150000,11194648,11293154,11252004,41150,0,34356,0
2019,14865770,4941,RIODOR TRANS SRL,Suceava,INREGISTRAT,06 Septembrie 2002,560966,SUCEAVA,604858,,412732,192126,410115,755709,45000,3660023,3707878,3636997,70881,0,56032,0
2019,14865894,5811,ADI CENTER SRL,Vatra Dornei,INREGISTRAT,06 Septembrie 2002,825003,SUCEAVA,4181878,2910148,868507,403223,3153699,2019600,2000200,9242947,13015652,13008692,6960,0,6000,0
2019,14865975,4711,COLBANOS SRL,Horodnic de Jos,INREGISTRAT,06 Septembrie 2002,3889,SUCEAVA,19917,8135,,11782,3794,20012,200,70252,70252,65440,4812,0,2704,0
2019,14924125,4619,ELISPLANT S.R.L.,Şcheia,INREGISTRAT,04 Octombrie  2002,64344,SUCEAVA,2508869,301319,2057756,149794,1405230,1167983,200,4181677,4188330,3846020,342310,0,299427,0
2019,14924168,4773,PHARMAPLUS SRL,Fălticeni,INREGISTRAT,04 Octombrie  2002,3875533,SUCEAVA,7188057,5179845,1974660,33552,7025863,4062273,100000,21631408,21769064,19984472,1784592,0,1485526,0
2019,14924222,1610,RADU & MARIUS S.R.L.,Baia,INREGISTRAT,04 Octombrie  2002,822107,SUCEAVA,816053,290876,389112,136065,430256,1207904,491200,2669187,2754211,2710628,43583,0,34463,0
2019,24695649,4711,MIRVAS SRL,Hurjuieni,INREGISTRAT,03 Noiembrie  2008,1101132,SUCEAVA,310389,269194,35518,5677,1003528,407993,400400,1438754,1443142,1385871,57271,0,42839,0
2019,24712715,210,TURISM DANDU SRL,Lungeni,RELUARE ACTIVITATE,07 Octombrie  2015,1008226,SUCEAVA,867190,,564398,302792,1084224,805131,200,3333493,3376411,2659511,716900,0,683327,0
2019,24725502,4773,NOVAFARM SRL,Rădăuţi,INREGISTRAT,10 Noiembrie  2008,234863,SUCEAVA,2584397,1647620,907785,28992,2065543,772617,400,8340901,8404798,7479355,925443,0,772217,0
2019,24725510,1610,FOREST LIVIANO SRL,Falcău,INREGISTRAT,10 Noiembrie  2008,,SUCEAVA,88100,63529,6405,18166,43662,44438,200,217068,220818,257361,0,36543,0,38714
2019,24749480,4752,ANILA SRL,Ilişeşti,INREGISTRAT,14 Noiembrie  2008,1415062,SUCEAVA,2056272,1981729,69758,4785,2356200,1143252,100000,13089136,13091251,12487489,603762,0,519321,0
2019,24785890,1610,FORESTFALT SERVICII SRL,Fălticeni,INREGISTRAT,24 Noiembrie  2008,11323755,SUCEAVA,5437807,3432075,1644720,356351,4975389,8984220,8459450,15245434,16784838,16698498,86340,0,62485,0
2019,24840455,220,NARILSERV SRL,Râşca,INREGISTRAT,08 Decembrie  2008,807279,SUCEAVA,3656056,362310,3071227,222519,4167132,296203,200,7922516,8277548,8266893,10655,0,2912,0
2019,24944030,6201,ITCREATIVE S.R.L.,Suceava,RELUARE ACTIVITATE,27 Decembrie  2010,,SUCEAVA,38841,,17406,21435,10528,28313,200,19109,19109,3859,15250,0,14676,0
2019,25006726,7911,DECOSTYLE  RYANNA SRL,Rădăuţi,INREGISTRAT,26 Ianuarie   2009,0,SUCEAVA,409614,4001,333834,71779,94548,315066,400,271264,277739,97759,179980,0,177203,0
2019,25099784,4752,COMDREAM S.R.L.,Rădăuţi,RELUARE ACTIVITATE,14 Iulie      2015,12094,SUCEAVA,9687841,10508,9676762,571,9692177,7758,400,10738670,10744106,10659153,84953,0,83819,0
2019,25126366,4939,DIDAR TRANS SRL,Râşca,INREGISTRAT,13 Februarie  2009,416077,SUCEAVA,1719180,1366376,337348,15456,1316926,749266,545200,4797119,5113192,5075878,37314,0,31111,0
2019,25167510,4711,CRISLETI SRL,Milişăuţi,INREGISTRAT,20 Februarie  2009,513185,SUCEAVA,2571209,909581,1801998,-140370,2244387,846056,150000,6585443,6629538,6151719,477819,0,371632,0
2019,25188040,1610,NORD SCALA SRL,Pîrteştii de Sus,INREGISTRAT,25 Februarie  2009,4122989,SUCEAVA,6035695,3158671,2862206,14818,6598664,1613762,301000,8241675,9021371,8844181,177190,0,162043,0
2019,25188067,1623,LORENMAR SRL,Râşca,INREGISTRAT,25 Februarie  2009,3354082,SUCEAVA,7746487,1767587,3919486,2059414,4521915,6479496,2500000,10413881,10974018,9691828,1282190,0,1122322,0
2019,25224585,4939,TELESCHI CALIMANI S.R.L.,Neagra Şarului,INREGISTRAT,03 Martie     2009,105064,SUCEAVA,2476,0,2390,86,119825,-12285,200,0,0,384,0,384,0,384
2019,25278704,111,F.E. AGRAR SRL,Rădăuţi,INREGISTRAT,12 Martie     2009,46445906,SUCEAVA,8567049,5503849,2993605,69595,434385,54564416,52911010,5950669,6373392,5452408,920984,0,703064,0
2019,25350001,5610,CENTRU` VECHI SRL,Suceava,INREGISTRAT,25 Martie     2009,3580001,SUCEAVA,1214214,149837,213804,821049,2914271,1772793,1210,6666033,8173024,6399146,1773878,0,1771543,0
2019,25374108,210,PIATRA COM SRL,Vicovu de Jos,INREGISTRAT,30 Martie     2009,303789,SUCEAVA,1367512,153054,877021,337437,911228,762413,200,2064359,2073883,1290932,782951,0,762213,0
2019,25415470,4752,MARISOR MOTORS SRL,Vatra Dornei,INREGISTRAT,07 Aprilie    2009,0,SUCEAVA,47402,47040,0,362,33240,14162,200,119197,119197,107354,11843,0,10675,0
2019,25496873,4531,RADBURG CENTER  SRL,Suceava,INREGISTRAT,02 Aprilie    2014,831710,SUCEAVA,6610053,207439,5106361,1296253,3703018,3786820,2800000,25164554,25739371,25082111,657260,0,552098,0
2019,25510536,4520,DENI-PATRIS S.R.L.,Bădeuţi,INREGISTRAT,04 Mai        2009,185,SUCEAVA,18532,5851,12467,214,96920,-78203,200,92917,92917,120775,0,27858,0,28787
2019,25555988,4776,SIMFONIA FLORILOR SRL,Suceava,INREGISTRAT,14 Mai        2009,210299,SUCEAVA,301013,232180,13174,55659,210196,301116,300200,1830556,1834833,1866173,0,31340,0,49688
2019,25578779,4651,IT&CONT GROUP SRL,Suceava,INREGISTRAT,20 Mai        2009,504509,SUCEAVA,2542762,1493788,865074,183900,1321310,1725711,200,3928681,3941553,3311594,629959,0,590543,0
2019,25639787,6130,SUNNY BUSINESS S.R.L.,Vatra Dornei,INREGISTRAT,04 Iunie      2009,11163,SUCEAVA,242425,38384,70368,133673,58005,177251,200,261257,263025,218129,44896,0,42266,0
2019,25660851,4752,ARTICOLOR SRL,Şcheia,INREGISTRAT,11 Iunie      2009,418926,SUCEAVA,1424495,469744,804854,149897,629778,1221605,1020,6202098,6206675,5395378,811297,0,685435,0
2019,25695310,5520,FRATII GEMELI S.R.L.,Volovăţ,INREGISTRAT,22 Iunie      2009,,SUCEAVA,11,,,11,20429,-20418,200,0,0,,0,0,0,0
2019,25706622,4673,LINDA STEEL S.R.L.,Suceava,INREGISTRAT,24 Iunie      2009,6570173,SUCEAVA,18200139,14824684,2451400,924055,16276501,8507645,600000,24789548,38177911,35983553,2194358,0,1961437,0
2019,25711637,4673,DIGITO CONSTRUCTII S.R.L.,Voitinel,INREGISTRAT,25 Iunie      2009,320074,SUCEAVA,2858800,2330171,421007,107622,3178434,440,220,3692935,3693564,3499468,194096,0,157155,0
2019,41663329,220,FORESTSTRAJA S.R.L.,Straja,INREGISTRAT,19 Septembrie 2019,,SUCEAVA,37430,3330,511,33589,32316,5114,200,162006,162078,48544,113534,0,111914,0
2019,41697798,6820,TICU DITA S.R.L.,Frătăuţii Noi,INREGISTRAT,27 Septembrie 2019,,SUCEAVA,1370,,750,620,1023,347,200,750,750,580,170,0,147,0
2019,41826396,6311,WEB CODEAGE S.R.L.,Vicovu de Sus,INREGISTRAT,29 Octombrie  2019,3228,SUCEAVA,383,0,0,383,3491,120,200,0,0,80,0,80,0,80
2019,41893867,4639,MEHL UND MEHL S.R.L.,Moldoviţa,INREGISTRAT,13 Noiembrie  2019,17699,SUCEAVA,160048,27928,118843,13277,167776,9971,200,454197,454197,443340,10857,0,9771,0
2019,41913263,8623,DASCAL DENTAL S.R.L.,Rădăuţi,INREGISTRAT,18 Noiembrie  2019,,SUCEAVA,200,,,200,0,200,200,0,0,,0,0,0,0
2019,41937300,5610,ALIAS CAPRA S.R.L.,Tărnicioara,INREGISTRAT,22 Noiembrie  2019,,SUCEAVA,5168,4650,,518,12386,-7218,200,0,4800,12218,0,7418,0,7418
2019,14941037,4773,BIOMEDICA SRL,Suceava,INREGISTRAT,11 Octombrie  2002,492114,SUCEAVA,12040349,5666229,6214280,159840,9531950,3625275,500000,34027443,34027640,31016459,3011181,0,2552742,0
2019,14951561,4775,TERAPLANT SRL,Suceava,SUSPENDARE ACTIVITATE,06 Iunie      2017,67168,SUCEAVA,222837,85974,132722,4141,320191,-30186,200,0,0,,0,0,0,0
2019,15004922,1610,DENILSON S.R.L.,Dornişoara,INREGISTRAT,11 Noiembrie  2002,383466,SUCEAVA,1795367,983006,398739,413622,233971,1044862,201,3031168,3027928,3022913,5015,0,0,25301
2019,15049525,4120,EURO EST GROUP SRL,Şcheia,INREGISTRAT,28 Noiembrie  2002,14237200,SUCEAVA,5025754,1396182,3263350,366222,15116494,3998223,1980200,21654137,26055789,25385297,670492,0,561556,0
2019,15091660,4773,FARMAROM - SRL,Rădăuţi,INREGISTRAT,13 Decembrie  2002,5243864,SUCEAVA,5041276,2377079,1324334,1339863,9343859,1587104,240,17867366,19748626,18185212,1563414,0,1314853,0
2019,15123575,1610,NICDAL S.R.L.,Bivolăria,INREGISTRAT,10 Ianuarie   2003,35325,SUCEAVA,533283,48545,359521,125217,418154,150454,200,1078220,1079348,1054096,25252,0,14456,0
2019,15133951,5813,NEW TIMES MEDIA SRL,Suceava,INREGISTRAT,15 Ianuarie   2003,20342,SUCEAVA,698174,,275548,422626,16813,701703,300,323877,323882,148800,175082,0,171843,0
2019,15142003,4719,EUROSTEEL STAR S.R.L.,Ipoteşti,SUSPENDARE ACTIVITATE,01 Iulie      2010,,SUCEAVA,37665,37665,,,37465,200,200,0,0,,0,0,0,0
2019,15147477,2363,TOP CONSTRUCT SRL,Suceava,INREGISTRAT,22 Ianuarie   2003,3628334,SUCEAVA,3899215,2300718,1384835,213662,2409309,5155317,2000000,15713660,17916766,17241861,674905,0,580039,0
2019,15150324,8299,GENERAL SERVICES SRL,Gura Humorului,INREGISTRAT,23 Ianuarie   2003,1465987,SUCEAVA,160433,566,95967,63900,161342,1501704,1130200,520317,615357,610794,4563,0,4481,0
2019,15161013,2599,MECANO HIDRAULIC SERVICE SRL,Suceava,INREGISTRAT,28 Ianuarie   2003,,SUCEAVA,7596,,7596,,0,7596,200,0,0,,0,0,0,0
2019,15206492,812,AGREMIN S.R.L.,Roşcani,INREGISTRAT,12 Februarie  2003,5734323,SUCEAVA,5278612,657156,3457589,1163867,5416397,5677499,1500010,7929731,8219738,7120232,1099506,0,932328,0
2019,15212818,6202,JUST PLUS SRL,Suceava,INREGISTRAT,13 Februarie  2003,124940,SUCEAVA,776423,,295636,480787,207875,699737,300,3697381,3771704,1562029,2209675,0,2180094,0
2019,15212826,4778,ROMELMAR SRL,Şcheia,INREGISTRAT,13 Februarie  2003,879,SUCEAVA,22127,,,22127,0,23006,200,0,0,,0,0,0,0
2019,15225710,4941,PEDIN SRL,Arbore,INREGISTRAT,19 Februarie  2003,13104,SUCEAVA,100416,35187,52681,12548,119055,-5535,200,377616,379616,367105,12511,0,8711,0
2019,15231321,1610,AYLINE S.R.L.,Broşteni,INREGISTRAT,20 Februarie  2003,1478675,SUCEAVA,1115789,295726,1053724,-233661,382482,2064611,200,3814393,3897797,3851095,46702,0,8264,0
2019,15258017,1520,DANY - RELIN SRL,Vicovu de Jos,INREGISTRAT,03 Martie     2003,800383,SUCEAVA,1233320,824804,396160,12356,1714343,319360,157500,1049682,1233224,1219876,13348,0,11211,0
2019,15258025,4673,EMA - NELCOR SRL,Vicovu de Jos,INREGISTRAT,03 Martie     2003,195421,SUCEAVA,3976702,2174621,1187019,615062,2641284,1530839,80000,14525558,14525568,14143409,382159,0,320885,0
2019,15278561,4939,RAR-BUS SRL,Rădăuţi,INREGISTRAT,10 Martie     2003,2487575,SUCEAVA,177337,10441,13135,153761,737403,1783448,700000,1655662,1832870,1466582,366288,0,348003,0
2019,15286009,4120,PEXIL SRL,Gălăneşti,INREGISTRAT,12 Martie     2003,604292,SUCEAVA,655679,219524,200695,235460,1188128,71843,100200,3885781,3898610,3820229,78381,0,39395,0
2019,15291226,4721,AKMAR S.R.L.,Suceava,SUSPENDARE ACTIVITATE,11 Iunie      2010,54513,SUCEAVA,23023,16974,200,5849,138692,-58046,,0,0,,0,0,0,0
2019,15291340,5229,OLCAB TELECOM SRL,Ipoteşti,INREGISTRAT,13 Martie     2003,1422532,SUCEAVA,3935122,43945,3245858,645319,3632019,1725635,30000,16049874,16129954,15230021,899933,0,781234,0
2019,15303088,1610,FORESTBROD SRL,Falcău,INREGISTRAT,19 Martie     2003,9255905,SUCEAVA,6627669,2340270,-199541,4486940,1221736,14661838,700010,33753478,36876055,35435948,1440107,0,1298588,0
2019,15325833,1520,NEVALIS SRL,Vicovu de Sus,INREGISTRAT,27 Martie     2003,1121243,SUCEAVA,3293031,1291792,1851345,149894,3970205,444069,230000,3464351,4138302,4135451,2851,0,2304,0
2019,15332105,5630,SYYMI S.R.L.,Mălini,INREGISTRAT,01 Aprilie    2003,162226,SUCEAVA,60254,,60254,,176936,45544,170000,0,0,5813,0,5813,0,5813
2019,15352951,1520,MARELBO SHOES S.R.L.,Bivolăria,INREGISTRAT,08 Aprilie    2003,838545,SUCEAVA,3258138,3036256,129054,92828,2155652,1941031,800000,9399286,9399387,9040993,358394,0,302820,0
2019,15371813,4520,FELION TRANS S.R.L.,Iaslovăţ,RELUARE ACTIVITATE,11 Mai        2011,77145,SUCEAVA,61171,52233,1335,7603,66167,72149,1700,24412,24412,22924,1488,0,748,0
2019,15380374,4511,REVLACO MOTORS S.R.L.,Şcheia,INREGISTRAT,17 Aprilie    2003,4541869,SUCEAVA,4683202,1413382,1498253,1771567,3071466,6163056,14000,26193286,29456546,28099760,1356786,0,1148679,0
2019,15390467,5520,AUTOSERVICE PASTRAV SRL,Sfântu Ilie,INREGISTRAT,22 Aprilie    2003,3610756,SUCEAVA,1222815,226102,487238,509475,1815063,2123839,437710,3822275,4697151,4193758,503393,0,465171,0
2019,15390491,161,AGROMEC BOTOSANA SRL,Botoşana,INREGISTRAT,22 Aprilie    2003,1330,SUCEAVA,28,5,23,,1785,-427,3877,0,0,492,0,492,0,492
2019,15391462,6920,VIACONTEX SRL,Suceava,SUSPENDARE ACTIVITATE,28 Aprilie    2012,,SUCEAVA,22774,,,22774,0,22774,200,0,0,,0,0,0,0
2019,25762770,4719,CRISTIAN TRANS EUROPEAN SRL,Gura Humorului,RELUARE ACTIVITATE,01 Iulie      2016,396139,SUCEAVA,290233,,90225,200008,407535,278837,200,1345219,1378093,1256760,121333,0,111570,0
2019,25842837,4719,MIRG YONELY S.R.L.,Vatra Dornei,INREGISTRAT,31 Iulie      2009,21774,SUCEAVA,144671,141851,,2820,425540,-259095,200,59488,59488,131960,0,72472,0,73057
2019,25845914,4663,HURA V.N. SRL,Voitinel,INREGISTRAT,03 August     2009,,SUCEAVA,7060,,2307,4753,78762,-71702,200,0,4500,,4500,0,4365,0
2019,25918609,1610,ELYSAB GREEN S.R.L.,Rusca,INREGISTRAT,20 August     2009,776917,SUCEAVA,1719297,431913,1218667,68717,1689561,1065706,200,7834368,7792402,6618937,1173465,0,986131,0
2019,25918668,4941,LUPFAN TRANS S.R.L.,Buda,RELUARE ACTIVITATE,12 Ianuarie   2011,149583,SUCEAVA,395557,,159102,236455,202025,343115,200,361105,372225,288664,83561,0,79950,0
2019,25989278,4633,ICETOP S.R.L.,Suceava,INREGISTRAT,10 Septembrie 2009,970448,SUCEAVA,969593,723347,232751,13495,384087,1387282,300,4621906,4688676,4382215,306461,0,269346,0
2019,26007509,4711,GOLDREICH SRL,Cârlibaba,INREGISTRAT,17 Septembrie 2009,2764348,SUCEAVA,549407,125742,176323,247342,1951935,1318543,260010,2578303,2628902,2535137,93765,0,78678,0
2019,26007584,4120,GABI-CAT EDIL CONSTRUCT SRL,Voitinel,INREGISTRAT,17 Septembrie 2009,720,SUCEAVA,25977,,6480,19497,0,26697,200,13700,13700,13374,326,0,167,0
2019,26063010,4789,ROBYSSAB S.R.L.,Suceava,INREGISTRAT,02 Octombrie  2009,510851,SUCEAVA,593142,,402888,190254,1028746,77089,200,3690987,3770973,3715529,55444,0,18178,0
2019,26068042,1071,COFETARIA BRISTENA SRL,Vatra Dornei,INREGISTRAT,05 Octombrie  2009,1670926,SUCEAVA,490915,160604,25934,304377,1635945,528182,200,4781583,6359478,6028347,331131,0,276892,0
2019,26073260,4120,RALIN CONSTRUCT S.R.L.,Rădăuţi,INREGISTRAT,06 Octombrie  2009,739,SUCEAVA,207,0,0,207,31600,-30654,200,0,0,0,0,0,0,0
2019,26214520,1089,TERRABUCOVINA SRL,Ulma,INREGISTRAT,27 Aprilie    2011,499233,SUCEAVA,33812,27292,5070,1450,592220,-59175,200,7234,7234,4719,2515,0,2323,0
2019,26221366,9602,MARIO NICOLE BEAUTY SRL,Milişăuţi,INREGISTRAT,13 Noiembrie  2009,300,SUCEAVA,21472,15580,4967,925,6796,14976,200,124558,124758,139708,0,14950,0,16197
2019,26262862,4312,PETER MONTAGE S.R.L.,Gălăneşti,INREGISTRAT,25 Noiembrie  2009,520,SUCEAVA,14672,,14650,22,17901,-2709,200,0,0,,0,0,0,0
2019,26262870,4312,KRAMER INDUSTRY S.R.L.,Gălăneşti,INREGISTRAT,25 Noiembrie  2009,504,SUCEAVA,264,22,10,232,2941,-2173,200,0,0,,0,0,0,0
2019,26337663,145,FAST STREAM S.R.L.,Frătăuţii Noi,INREGISTRAT,25 Aprilie    2012,14648,SUCEAVA,13047894,,13037557,10337,49678,36547,200,141539,141539,138888,2651,0,1976,0
2019,26337671,9329,RAZOR HOST S.R.L.,Frătăuţii Noi,RELUARE ACTIVITATE,03 Iunie      2015,,SUCEAVA,458,,,458,9405,4551,200,150,5050,4518,532,0,380,0
2019,26337680,4312,PINEAPPLE DESIGN S.R.L.,Frătăuţii Noi,INREGISTRAT,25 Aprilie    2012,,SUCEAVA,1050,,,1050,78,13856,200,1600,6100,5345,755,0,707,0
2019,26344954,4771,CRISVALBOBO SRL,Suceava,INREGISTRAT,18 Decembrie  2009,,SUCEAVA,172355,167889,,4466,206517,-34162,200,62277,62277,85608,0,23331,0,23953
2019,26348298,2030,EUROBETA COLORS S.R.L.,Suceava,INREGISTRAT,21 Decembrie  2009,1127657,SUCEAVA,1509593,1085986,394113,29494,1715942,562913,51700,2788076,3033866,2969629,64237,0,38343,0
2019,26376646,4773,AMITU FARM SRL,Suceava,INREGISTRAT,07 Ianuarie   2010,,SUCEAVA,463737,113261,89307,261169,74434,389303,200,1179009,1182013,1088405,93608,0,81787,0
2019,26396422,4532,FAN TUNING S.R.L.,Suceava,INREGISTRAT,13 Ianuarie   2010,1653,SUCEAVA,44466,43508,958,,129408,-77109,1000,0,0,,0,0,0,0
2019,26427030,3511,ECOTERRA BIOGAS S.R.L.,Vornicenii Mici,INREGISTRAT,03 Octombrie  2012,20291668,SUCEAVA,4585845,1207971,2274744,1103130,20279152,4634396,10922450,10027929,10060989,9913978,147011,0,147011,0
2019,26448750,4690,BUCOVINA ROVAS SRL,Suceava,INREGISTRAT,27 Ianuarie   2010,524400,SUCEAVA,1893631,1478866,303509,54245,2337891,88140,2100,4538064,4704500,4606571,97929,0,85620,0
2019,26500662,4719,TEHNO CONSULTING M M S.R.L.,Suceava,INREGISTRAT,09 Februarie  2010,,SUCEAVA,,,,,0,0,,0,0,,0,0,0,0
2019,26536577,4120,CESI PRESTATION SRL,Fălticeni,RADIERE,12 Martie     2020,,SUCEAVA,0,,0,0,0,0,,0,0,,0,0,0,0
2019,26540780,2511,STAFF SMB SRL,Suceava,INREGISTRAT,02 Noiembrie  2012,459695,SUCEAVA,3639139,926464,2507927,204748,2815869,1282965,225000,3593706,3980937,3903945,76992,0,43411,0
